name,address,phone,category,sub_category,lat,lon,address_jibun,address_road,region_depth_2,phone_kakao,category_kakao,place_url,search_method,region,enrich_done
힐링팰리스 민박,애월읍 가문동상2길 7 (나동),,숙박,농어촌민박,33.4869659309653,126.390079703655,제주특별자치도 제주시 애월읍 하귀2리 2740-3,제주특별자치도 제주시 애월읍 가문동상2길 7,제주시,,,,address,서부,Y
모퉁이돌집 민박,애월읍 납읍동1길 6-1,,숙박,농어촌민박,33.4415215901287,126.329648726935,제주특별자치도 제주시 애월읍 납읍리 1773,제주특별자치도 제주시 애월읍 납읍동1길 6-1,제주시,,,,address,서부,Y
79 민박,애월읍 구엄길 79,,숙박,농어촌민박,33.4813762762295,126.375810566508,제주특별자치도 제주시 애월읍 구엄리 1249-1,제주특별자치도 제주시 애월읍 구엄길 79,제주시,,,,address,서부,Y
코쿤빌리지 민박,애월읍 번드르길 104-3,,숙박,농어촌민박,33.4801772841315,126.391020921709,제주특별자치도 제주시 애월읍 구엄리 38,제주특별자치도 제주시 애월읍 번드르길 104-3,제주시,,,,address,서부,Y
럭스하우스 민박,애월읍 구엄동3길 34-4 (101동),010-4510-8441,숙박,농어촌민박,33.4786542277349,126.381714485517,제주특별자치도 제주시 애월읍 구엄리 725,제주특별자치도 제주시 애월읍 구엄동3길 34-4,제주시,010-4510-8441,여행 > 숙박 > 민박,http://place.map.kakao.com/1588174019,keyword,서부,Y
해나게스트하우스 민박,애월읍 하귀동남1길 50-4,,숙박,농어촌민박,33.4858247858642,126.416498705342,제주특별자치도 제주시 애월읍 하귀1리 139-4,제주특별자치도 제주시 애월읍 하귀동남1길 50-4,제주시,,,,address,서부,Y
제주 민박,애월읍 방축길 124-1 (가동),010-3630-4802,숙박,농어촌민박,33.3855232222755,126.325205591959,제주특별자치도 제주시 애월읍 봉성리 1075-1,제주특별자치도 제주시 애월읍 방축길 124-1,제주시,010-3630-4802,여행 > 숙박 > 민박,http://place.map.kakao.com/24990561,address,서부,Y
두린아이 민박,애월읍 신엄안1길 13,,숙박,농어촌민박,33.4735459558945,126.3660673568,제주특별자치도 제주시 애월읍 신엄리 2520-1,제주특별자치도 제주시 애월읍 신엄안1길 13,제주시,,,,address,서부,Y
애월드레하나 민박,애월읍 고성10길 37-3 (101동),,숙박,농어촌민박,33.4220543215253,126.429699458619,제주특별자치도 제주시 애월읍 고성리 10,,제주시,,,,address,서부,Y
포구 민박,애월읍 하귀12길 20-1,010-2902-2005,숙박,농어촌민박,33.4900145160832,126.419908812589,제주특별자치도 제주시 애월읍 하귀1리 12,제주특별자치도 제주시 애월읍 일주서로 7233-18,제주시,010-2902-2005,여행 > 숙박 > 민박,http://place.map.kakao.com/883419764,address,서부,Y
스테이퐁낭 민박,애월읍 하광로 483,,숙박,농어촌민박,33.4479898835128,126.429517731457,제주특별자치도 제주시 애월읍 광령리 2994-1,제주특별자치도 제주시 애월읍 하광로 483,제주시,,,,address,서부,Y
소낭채 민박,애월읍 상귀장수물길 58-25,,숙박,농어촌민박,33.449698704221,126.402307254066,제주특별자치도 제주시 애월읍 유수암리 2159-5,제주특별자치도 제주시 애월읍 상귀장수물길 58-25,제주시,,,,address,서부,Y
하녹 민박,애월읍 하광로 181-1,010-6261-2737,숙박,농어촌민박,33.4715845593665,126.418669581776,제주특별자치도 제주시 애월읍 하귀1리 1112-4,제주특별자치도 제주시 애월읍 하광로 181-1,제주시,010-6261-2737,여행 > 숙박 > 펜션,http://place.map.kakao.com/300957243,address,서부,Y
봉숙이네바닷가 민박,애월읍 금성1길 32-1,,숙박,농어촌민박,33.431562937864,126.312606471761,제주특별자치도 제주시 애월읍 금성리 1,,제주시,,여행 > 숙박 > 민박,http://place.map.kakao.com/1813395883,address,서부,Y
VT하가이스케이프 민박,애월읍 하가로 184 (3동),,숙박,농어촌민박,33.4549267038354,126.346595466206,제주특별자치도 제주시 애월읍 하가리 1358-1,제주특별자치도 제주시 애월읍 하가로 184,제주시,,,,address,서부,Y
블리스제주 민박,애월읍 부룡수길 66,,숙박,농어촌민박,33.4746713294409,126.359336542398,제주특별자치도 제주시 애월읍 신엄리 2956-1,제주특별자치도 제주시 애월읍 부룡수길 66,제주시,,,,address,서부,Y
더파란 민박,애월읍 구엄남길 36,0507-1333-3133,숙박,농어촌민박,33.471402289804,126.376186102051,제주특별자치도 제주시 애월읍 구엄리 1042-1,제주특별자치도 제주시 애월읍 구엄남길 36,제주시,0507-1333-3133,여행 > 숙박 > 펜션,http://place.map.kakao.com/57912559,address,서부,Y
뜨락애 민박,애월읍 곽지서길 31-10,,숙박,농어촌민박,33.4431241162539,126.305025137527,제주특별자치도 제주시 애월읍 곽지리 2087-3,제주특별자치도 제주시 애월읍 곽지서길 31-10,제주시,,,,address,서부,Y
자매 민박,애월읍 애상로 87 (B동),064-799-5883,숙박,농어촌민박,33.4577760046204,126.332165156295,제주특별자치도 제주시 애월읍 애월리 209-1,제주특별자치도 제주시 애월읍 애상로 87,제주시,064-799-5883,여행 > 숙박 > 민박,http://place.map.kakao.com/1557080912,address,서부,Y
Brick9Mansion(브릭나인맨션) 민박,애월읍 어림비로 109 (2동),,숙박,농어촌민박,33.4188747022122,126.324309628727,제주특별자치도 제주시 애월읍 봉성리 1729-13,제주특별자치도 제주시 애월읍 어림비로 109,제주시,,,,address,서부,Y
연이네집 민박,애월읍 광령남4길 31-14 (111동),,숙박,농어촌민박,33.450060179216,126.425779520508,제주특별자치도 제주시 애월읍 광령리 3171-10,제주특별자치도 제주시 애월읍 광령남4길 31-14,제주시,,,,address,서부,Y
큐티파이H 민박,애월읍 애월해안로 610 (3층),,숙박,농어촌민박,33.4778771876235,126.368736989014,제주특별자치도 제주시 애월읍 신엄리 963,제주특별자치도 제주시 애월읍 애월해안로 610,제주시,,,,address,서부,Y
보미네 민박,애월읍 광령남4길 31-21 (103동),,숙박,농어촌민박,33.4498439928468,126.424907512285,제주특별자치도 제주시 애월읍 광령리 3171-2,제주특별자치도 제주시 애월읍 광령남4길 31-21,제주시,,,,address,서부,Y
설레임게스트하우스 민박,애월읍 일주서로 5999-1,,숙박,농어촌민박,33.4470439673454,126.305769943238,제주특별자치도 제주시 애월읍 곽지리 2053-25,제주특별자치도 제주시 애월읍 일주서로 5999-1,제주시,,,,address,서부,Y
아뜨네A 민박,애월읍 상하귀길 91 (A동),064-712-5280,숙박,농어촌민박,33.47583719327,126.416236455537,제주특별자치도 제주시 애월읍 하귀1리 831-3,제주특별자치도 제주시 애월읍 상하귀길 91,제주시,064-712-5280,여행 > 숙박 > 펜션,http://place.map.kakao.com/9251024,address,서부,Y
아뜨네B 민박,애월읍 상하귀길 91 (B동),,숙박,농어촌민박,33.47583719327,126.416236455537,제주특별자치도 제주시 애월읍 하귀1리 831-3,제주특별자치도 제주시 애월읍 상하귀길 91,제주시,,,,address,서부,Y
앨리스인어반 민박,애월읍 하귀로 43-2,,숙박,농어촌민박,33.4805313202694,126.402109367634,제주특별자치도 제주시 애월읍 하귀2리 1720-4,제주특별자치도 제주시 애월읍 하귀로 43-2,제주시,,,,address,서부,Y
딸기네 민박,애월읍 일주서로 6066-22 (F동),,숙박,농어촌민박,33.4527652790061,126.310817517652,제주특별자치도 제주시 애월읍 곽지리 1506-1,제주특별자치도 제주시 애월읍 일주서로 6066-22,제주시,,,,address,서부,Y
락힐2 민박,애월읍 애월해안로 284 (다동),,숙박,농어촌민박,33.4695623622837,126.340945268906,제주특별자치도 제주시 애월읍 고내리 463,제주특별자치도 제주시 애월읍 애월해안로 284,제주시,,,,address,서부,Y
클라우드9 민박,애월읍 부룡수길 68,,숙박,농어촌민박,33.4747884622726,126.359618945531,제주특별자치도 제주시 애월읍 신엄리 2956-6,제주특별자치도 제주시 애월읍 부룡수길 68,제주시,,,,address,서부,Y
곽지하우스 민박,애월읍 일주서로 6076-1,,숙박,농어촌민박,33.4531063763231,126.309526089733,제주특별자치도 제주시 애월읍 곽지리 1495-4,제주특별자치도 제주시 애월읍 일주서로 6076-1,제주시,,여행 > 숙박 > 민박,http://place.map.kakao.com/1407619625,address,서부,Y
"구엄543,1동 민박",애월읍 애월해안로 742 (1동),,숙박,농어촌민박,33.4837989552686,126.380019050175,제주특별자치도 제주시 애월읍 구엄리 543,제주특별자치도 제주시 애월읍 애월해안로 742,제주시,,,,address,서부,Y
문비치리조트 민박,애월읍 애월해안로 606 (A동),,숙박,농어촌민박,33.47760164863,126.368397939011,제주특별자치도 제주시 애월읍 신엄리 964,제주특별자치도 제주시 애월읍 애월해안로 606,제주시,,,,address,서부,Y
스테이달하 민박,애월읍 신엄안1길 20,,숙박,농어촌민박,33.4731294889521,126.365481170108,제주특별자치도 제주시 애월읍 신엄리 2568-1,제주특별자치도 제주시 애월읍 신엄안1길 20,제주시,,,,address,서부,Y
세도나제주풀빌라 민박,애월읍 애월해안로 867,,숙박,농어촌민박,33.4877416158624,126.390419766385,제주특별자치도 제주시 애월읍 하귀2리 2740-8,제주특별자치도 제주시 애월읍 애월해안로 867,제주시,,,,address,서부,Y
Againonemore(어게인원모어) 민박,애월읍 중산간서로 5667,,숙박,농어촌민박,33.4490700589078,126.340037920567,제주특별자치도 제주시 애월읍 상가리 1775-7,제주특별자치도 제주시 애월읍 중산간서로 5667,제주시,,,,address,서부,Y
제주휘게 민박,애월읍 유수암평화길 130-13,,숙박,농어촌민박,33.4309975437885,126.406204473287,제주특별자치도 제주시 애월읍 유수암리 897-8,제주특별자치도 제주시 애월읍 유수암평화길 130-13,제주시,,,,address,서부,Y
트윈트리1 민박,애월읍 유수암서길 67-3 (가동),,숙박,농어촌민박,33.426450216487,126.391904405708,제주특별자치도 제주시 애월읍 유수암리 3032,제주특별자치도 제주시 애월읍 유수암서길 67-3,제주시,,,,address,서부,Y
트윈트리2 민박,애월읍 유수암서길 67-3 (나동),,숙박,농어촌민박,33.426450216487,126.391904405708,제주특별자치도 제주시 애월읍 유수암리 3032,제주특별자치도 제주시 애월읍 유수암서길 67-3,제주시,,,,address,서부,Y
나미송머무는곳 민박,애월읍 평화로 2476 (사동),010-8307-0531,숙박,농어촌민박,33.4311185787966,126.417641205235,제주특별자치도 제주시 애월읍 고성리 875-2,제주특별자치도 제주시 애월읍 평화로 2476,제주시,010-8307-0531,여행 > 숙박 > 민박,http://place.map.kakao.com/1224231754,address,서부,Y
제주도게스트하우스카프리애월 민박,애월읍 애월로4길18,,숙박,농어촌민박,33.463331343789,126.314107141388,제주특별자치도 제주시 애월읍 애월리 2150-8,제주특별자치도 제주시 애월읍 애월로4길 18,제주시,,,,address,서부,Y
사무이제주풀빌라 민박,애월읍 부룡수길 38-22,,숙박,농어촌민박,33.4737919814848,126.356233157453,제주특별자치도 제주시 애월읍 신엄리 2861-5,제주특별자치도 제주시 애월읍 부룡수길 38-22,제주시,,,,address,서부,Y
애월한담 민박,애월읍 일주서로 6163,,숙박,농어촌민박,33.4598961184539,126.312705638699,제주특별자치도 제주시 애월읍 애월리 2197,제주특별자치도 제주시 애월읍 일주서로 6163,제주시,,,,address,서부,Y
별담 민박,애월읍 애월해안로 384-14 (A동),0502-5551-7346,숙박,농어촌민박,33.4715996015548,126.349379179544,제주특별자치도 제주시 애월읍 고내리 326-2,제주특별자치도 제주시 애월읍 애월해안로 384-14,제주시,0502-5551-7346,여행 > 숙박 > 민박,http://place.map.kakao.com/336417114,address,서부,Y
홍양 민박,애월읍 애월해안로 690,,숙박,농어촌민박,33.4819977118666,126.375572420115,제주특별자치도 제주시 애월읍 구엄리 1258-5,제주특별자치도 제주시 애월읍 애월해안로 690,제주시,,여행 > 숙박 > 펜션,http://place.map.kakao.com/1509362875,address,서부,Y
코삿1 민박,애월읍 구엄동3길 85 (가동),010-5552-4863,숙박,농어촌민박,33.482854436966,126.380755043437,제주특별자치도 제주시 애월읍 구엄리 540-4,제주특별자치도 제주시 애월읍 구엄동3길 85,제주시,010-5552-4863,여행 > 숙박 > 펜션,http://place.map.kakao.com/763994334,keyword,서부,Y
코삿2 민박,애월읍 구엄동3길 85 (나동),010-5552-4863,숙박,농어촌민박,33.482854436966,126.380755043437,제주특별자치도 제주시 애월읍 구엄리 540-4,제주특별자치도 제주시 애월읍 구엄동3길 85,제주시,010-5552-4863,여행 > 숙박 > 펜션,http://place.map.kakao.com/763994334,keyword,서부,Y
코삿4 민박,애월읍 구엄동3길 85 (라동),010-5552-4863,숙박,농어촌민박,33.482854436966,126.380755043437,제주특별자치도 제주시 애월읍 구엄리 540-4,제주특별자치도 제주시 애월읍 구엄동3길 85,제주시,010-5552-4863,여행 > 숙박 > 펜션,http://place.map.kakao.com/763994334,keyword,서부,Y
어반트리 민박,애월읍 애월로 29,,숙박,농어촌민박,33.4615460352635,126.311831123319,제주특별자치도 제주시 애월읍 애월리 2481-3,제주특별자치도 제주시 애월읍 애월로 29,제주시,,,,address,서부,Y
코삿3 민박,애월읍 구엄동3길 85 (다동),010-5552-4863,숙박,농어촌민박,33.482854436966,126.380755043437,제주특별자치도 제주시 애월읍 구엄리 540-4,제주특별자치도 제주시 애월읍 구엄동3길 85,제주시,010-5552-4863,여행 > 숙박 > 펜션,http://place.map.kakao.com/763994334,keyword,서부,Y
조아 민박,애월읍 장유서길 16,,숙박,농어촌민박,33.4485307525368,126.39189877962,제주특별자치도 제주시 애월읍 장전리 425,제주특별자치도 제주시 애월읍 장유서길 16,제주시,,,,address,서부,Y
몽블랑 민박,애월읍 애월해안로 384-46,,숙박,농어촌민박,33.4701609381514,126.350874706742,제주특별자치도 제주시 애월읍 고내리 100-2,제주특별자치도 제주시 애월읍 애월해안로 384-46,제주시,,,,address,서부,Y
몽마르뜨블루팜 민박,애월읍 애월해안로 384-42,,숙박,농어촌민박,33.4704269700587,126.350645950521,제주특별자치도 제주시 애월읍 고내리 91-11,제주특별자치도 제주시 애월읍 애월해안로 384-42,제주시,,,,address,서부,Y
제이르블랑 민박,애월읍 고내로13길 84,,숙박,농어촌민박,33.4632258562993,126.338866171483,제주특별자치도 제주시 애월읍 고내리 1038-1,제주특별자치도 제주시 애월읍 고내로 13,제주시,,,,address,서부,Y
다랑쉬 민박,애월읍 애월해안로 384-35,,숙박,농어촌민박,33.4708560640948,126.350548296901,제주특별자치도 제주시 애월읍 고내리 91-8,제주특별자치도 제주시 애월읍 애월해안로 384-35,제주시,,,,address,서부,Y
돌담 민박,애월읍 하귀12길 18,,숙박,농어촌민박,33.4900145160832,126.419908812589,제주특별자치도 제주시 애월읍 하귀1리 12,제주특별자치도 제주시 애월읍 일주서로 7233-18,제주시,,여행 > 숙박 > 민박,http://place.map.kakao.com/658777036,address,서부,Y
바담정 민박,애월읍 하귀7길 49,,숙박,농어촌민박,33.4903048813103,126.420247868337,제주특별자치도 제주시 애월읍 하귀1리 7,제주특별자치도 제주시 애월읍 일주서로 7233-6,제주시,,,,address,서부,Y
산빛마당 민박,애월읍 장전로 197 (3동),,숙박,농어촌민박,33.4534894943435,126.397158323483,제주특별자치도 제주시 애월읍 장전리 266-1,제주특별자치도 제주시 애월읍 장전로 197,제주시,,,,address,서부,Y
제주라온빌리지 민박,애월읍 애월해안로 564-1,,숙박,농어촌민박,33.4779352547448,126.363888606899,제주특별자치도 제주시 애월읍 신엄리 2715,제주특별자치도 제주시 애월읍 애월해안로 564-1,제주시,,,,address,서부,Y
플랜비 민박,애월읍 애월해안로 910,0507-1319-7090,숙박,농어촌민박,33.4844142130848,126.392474467058,제주특별자치도 제주시 애월읍 하귀2리 2710-6,제주특별자치도 제주시 애월읍 애월해안로 910,제주시,0507-1319-7090,여행 > 숙박 > 게스트하우스,http://place.map.kakao.com/1946121227,address,서부,Y
설렘 민박,애월읍 곽지9길9,010-2795-3579,숙박,농어촌민박,33.4449497606787,126.326083894537,제주특별자치도 제주시 애월읍 곽지리 9,,제주시,010-2795-3579,여행 > 숙박 > 민박,http://place.map.kakao.com/390404634,address,서부,Y
소풍이야기 민박,애월읍 애월해안로 834,064-711-2500,숙박,농어촌민박,33.4886719202066,126.387449188914,제주특별자치도 제주시 애월읍 하귀2리 2842-2,제주특별자치도 제주시 애월읍 애월해안로 834,제주시,064-711-2500,여행 > 숙박 > 펜션,http://place.map.kakao.com/25626483,address,서부,Y
소풍이야기1동 민박,애월읍 애월해안로 832 (제1동),,숙박,농어촌민박,33.4886181872627,126.387121279602,제주특별자치도 제주시 애월읍 하귀2리 2842-7,제주특별자치도 제주시 애월읍 애월해안로 832,제주시,,"교통,수송 > 자동차 > 전기차 충전소",http://place.map.kakao.com/638393498,address,서부,Y
소풍이야기2동 민박,애월읍 애월해안로 832 (제2동),,숙박,농어촌민박,33.4886181872627,126.387121279602,제주특별자치도 제주시 애월읍 하귀2리 2842-7,제주특별자치도 제주시 애월읍 애월해안로 832,제주시,,,,address,서부,Y
제주소담 민박,애월읍 어음서1길 2 (나동),064-799-1551,숙박,농어촌민박,33.4017367255053,126.33617563897552,제주특별자치도 제주시 애월읍 어음리 2977-3,제주특별자치도 제주시 애월읍 어음서1길 2,제주시,064-799-1551,여행 > 숙박 > 민박,http://place.map.kakao.com/504918262,keyword,서부,Y
애월인한옥 민박,애월읍 천덕로 399-84 (4동),,숙박,농어촌민박,33.4235365784788,126.343998019434,제주특별자치도 제주시 애월읍 납읍리 686,제주특별자치도 제주시 애월읍 천덕로 399-84,제주시,,,,address,서부,Y
별빛사랑 민박,애월읍 번드르길 6 (1층),,숙박,농어촌민박,33.48184888976,126.381837038522,제주특별자치도 제주시 애월읍 구엄리 684-1,제주특별자치도 제주시 애월읍 번드르길 6,제주시,,,,address,서부,Y
코지펜션 민박,애월읍 애월해안로 724,010-5750-5282,숙박,농어촌민박,33.4838507784441,126.378143962333,제주특별자치도 제주시 애월읍 구엄리 599,제주특별자치도 제주시 애월읍 애월해안로 724,제주시,010-5750-5282,여행 > 숙박 > 펜션,http://place.map.kakao.com/8553129,address,서부,Y
골드오렌지슈가 민박,애월읍 신상로 258 (제2동),,숙박,농어촌민박,33.4494028525451,126.36675285659,제주특별자치도 제주시 애월읍 하가리 120-49,제주특별자치도 제주시 애월읍 신상로 258,제주시,,,,address,서부,Y
고내리안 민박,애월읍 고내로9길 16,,숙박,농어촌민박,33.462955801802,126.338488829678,제주특별자치도 제주시 애월읍 고내리 1021-1,제주특별자치도 제주시 애월읍 고내로 9,제주시,,여행 > 숙박 > 민박,http://place.map.kakao.com/228844634,address,서부,Y
라라제주풀빌라 민박,애월읍 신엄연대길 39-1,,숙박,농어촌민박,33.4760105261071,126.359664392773,제주특별자치도 제주시 애월읍 신엄리 2909,제주특별자치도 제주시 애월읍 신엄연대길 39-1,제주시,,,,address,서부,Y
1027house(1027하우스) 민박,애월읍 일주서로 7087-14,,숙박,농어촌민박,33.4847742884604,126.405973017045,제주특별자치도 제주시 애월읍 하귀1리 1603-2,제주특별자치도 제주시 애월읍 일주서로 7087-14,제주시,,,,address,서부,Y
바람이머물다 민박,애월읍 하귀미수포길 5-2,,숙박,농어촌민박,33.4834483635833,126.401894797144,제주특별자치도 제주시 애월읍 하귀2리 1807,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,제주시,,,,address,서부,Y
여가 민박,애월읍 천덕로 399-86 (1동),,숙박,농어촌민박,33.4229374336474,126.344042200032,제주특별자치도 제주시 애월읍 납읍리 686-1,제주특별자치도 제주시 애월읍 천덕로 399-86,제주시,,,,address,서부,Y
여가2 민박,애월읍 천덕로 399-86 (2동),010-9581-1400,숙박,농어촌민박,33.4229374336474,126.344042200032,제주특별자치도 제주시 애월읍 납읍리 686-1,제주특별자치도 제주시 애월읍 천덕로 399-86,제주시,010-9581-1400,여행 > 숙박 > 한옥숙소,http://place.map.kakao.com/305974972,address,서부,Y
유수암돌집 민박,애월읍 유수암동5길 6-1,010-8591-0576,숙박,농어촌민박,33.4701890660883,126.39317671655,제주특별자치도 제주시 애월읍 수산리 576,제주특별자치도 제주시 애월읍 수산2길 8-7,제주시,010-8591-0576,여행 > 숙박 > 민박,http://place.map.kakao.com/1460694858,keyword,서부,Y
제주란 민박,애월읍 애월해안로 446,010-6693-9310,숙박,농어촌민박,33.4758617566659,126.353238097332,제주특별자치도 제주시 애월읍 신엄리 2821,제주특별자치도 제주시 애월읍 애월해안로 446,제주시,010-6693-9310,여행 > 숙박 > 민박,http://place.map.kakao.com/865341677,address,서부,Y
은하 민박,애월읍 광령7길 31-3,,숙박,농어촌민박,33.4634883648404,126.438125790802,제주특별자치도 제주시 애월읍 광령리 1376,제주특별자치도 제주시 애월읍 광령7길 31-3,제주시,,,,address,서부,Y
더피오니블러썸 민박,애월읍 무수천길 27-1,,숙박,농어촌민박,33.4620417883766,126.446469566547,제주특별자치도 제주시 애월읍 광령리 1-4,제주특별자치도 제주시 애월읍 무수천길 27-1,제주시,,,,address,서부,Y
더루체앤하우스 민박,애월읍 중구엄길 11,,숙박,농어촌민박,33.4757395585432,126.37388015789,제주특별자치도 제주시 애월읍 신엄리 881-5,제주특별자치도 제주시 애월읍 중구엄길 11,제주시,,,,address,서부,Y
도로시제주 민박,애월읍 하가로 117,,숙박,농어촌민박,33.4581507892039,126.352008113059,제주특별자치도 제주시 애월읍 하가리 968-2,제주특별자치도 제주시 애월읍 하가로 117,제주시,,,,address,서부,Y
원담 민박,애월읍 금성5길 35,,숙박,농어촌민박,33.4313450628469,126.311264619155,제주특별자치도 제주시 애월읍 금성리 5,,제주시,,여행 > 숙박 > 민박,http://place.map.kakao.com/835763797,address,서부,Y
그섬에B 민박,애월읍 하광로 480-4 (B동),,숙박,농어촌민박,33.4484810989483,126.428466326125,제주특별자치도 제주시 애월읍 광령리 3042-1,제주특별자치도 제주시 애월읍 하광로 480-4,제주시,,,,address,서부,Y
그섬에C 민박,애월읍 하광로 480-4 (C동),,숙박,농어촌민박,33.4484810989483,126.428466326125,제주특별자치도 제주시 애월읍 광령리 3042-1,제주특별자치도 제주시 애월읍 하광로 480-4,제주시,,,,address,서부,Y
상하이 민박,애월읍 유수암서길 22 (가동),,숙박,농어촌민박,33.4295384513148,126.394318681685,제주특별자치도 제주시 애월읍 유수암리 2538-3,제주특별자치도 제주시 애월읍 유수암서길 22,제주시,,,,address,서부,Y
푸리랑 민박,애월읍 고내로7길 34 (2동),,숙박,농어촌민박,33.4629758779694,126.338297529014,제주특별자치도 제주시 애월읍 고내리 1020,제주특별자치도 제주시 애월읍 고내로 7,제주시,,,,address,서부,Y
서후네 민박,애월읍 하소로 308-1,,숙박,농어촌민박,33.4551517214468,126.39009032525,제주특별자치도 제주시 애월읍 수산리 1320-1,제주특별자치도 제주시 애월읍 하소로 308-1,제주시,,,,address,서부,Y
제주애월펜션온더씨 민박,애월읍 가문동길 17,,숙박,농어촌민박,33.4844266868137,126.39386192339,제주특별자치도 제주시 애월읍 하귀2리 2683,제주특별자치도 제주시 애월읍 가문동길 17,제주시,,,,address,서부,Y
라꾸르 민박,애월읍 하가로 124,,숙박,농어촌민박,33.4583412256133,126.351460387462,제주특별자치도 제주시 애월읍 하가리 960-1,제주특별자치도 제주시 애월읍 하가로 124,제주시,,,,address,서부,Y
제주도게스트하우스파티 오누박스 민박,애월읍 곽봉로 4-37 (가동),,숙박,농어촌민박,33.4446820132569,126.306531034996,제주특별자치도 제주시 애월읍 곽지리 2030-2,제주특별자치도 제주시 애월읍 곽봉로 4-37,제주시,,,,address,서부,Y
SunnyHouse(써니하우스) 민박,애월읍 광령남4길 31-16 (106동),,숙박,농어촌민박,33.4501399287174,126.425478600103,제주특별자치도 제주시 애월읍 광령리 3171-5,제주특별자치도 제주시 애월읍 광령남4길 31-16,제주시,,,,address,서부,Y
1202하우스 민박,애월읍 부룡수길 61-1 (126동),,숙박,농어촌민박,33.4749852563134,126.358707884216,제주특별자치도 제주시 애월읍 신엄리 2880-5,제주특별자치도 제주시 애월읍 부룡수길 61-1,제주시,,,,address,서부,Y
더쉼 민박,애월읍 예원북길 9,,숙박,농어촌민박,33.4678796668043,126.394896252479,제주특별자치도 제주시 애월읍 수산리 476-1,제주특별자치도 제주시 애월읍 예원북길 9,제주시,,,,address,서부,Y
사랑방 민박,애월읍 수산서3길 13 (1동),,숙박,농어촌민박,33.4694509560574,126.384204509364,제주특별자치도 제주시 애월읍 수산리 1878-2,제주특별자치도 제주시 애월읍 수산서3길 13,제주시,,,,address,서부,Y
태우풀하우스 민박,애월읍 고성남서길 31-6,,숙박,농어촌민박,33.4315539472965,126.423330924076,제주특별자치도 제주시 애월읍 고성리 964-34,제주특별자치도 제주시 애월읍 고성남서길 31-6,제주시,,,,address,서부,Y
담다게스트하우스 민박,애월읍 광령중길 81-6,,숙박,농어촌민박,33.4524984390339,126.435080463487,제주특별자치도 제주시 애월읍 광령리 2425-7,제주특별자치도 제주시 애월읍 광령중길 81-6,제주시,,,,address,서부,Y
갬성 민박,애월읍 애월해안로 274 (2동),,숙박,농어촌민박,33.4687413103845,126.340186732725,제주특별자치도 제주시 애월읍 고내리 473,제주특별자치도 제주시 애월읍 애월해안로 274,제주시,,,,address,서부,Y
금성브릿지 민박,애월읍 금성1길 29-3,064-799-8911,숙박,농어촌민박,33.431562937864,126.312606471761,제주특별자치도 제주시 애월읍 금성리 1,,제주시,064-799-8911,여행 > 숙박 > 펜션,http://place.map.kakao.com/829410378,address,서부,Y
원동힐링 민박,애월읍 애원로 859 (A동),,숙박,농어촌민박,33.406053081557,126.375647620348,제주특별자치도 제주시 애월읍 상가리 30-25,제주특별자치도 제주시 애월읍 애원로 859,제주시,,,,address,서부,Y
오늘도제주 민박,애월읍 봉성로 45-1,010-5715-7806,숙박,농어촌민박,33.4180178696579,126.311283307794,제주특별자치도 제주시 애월읍 봉성리 4110,제주특별자치도 제주시 애월읍 봉성로 45-1,제주시,010-5715-7806,여행 > 숙박 > 민박,http://place.map.kakao.com/460454342,address,서부,Y
나풀나풀제주언니 민박,애월읍 장전로 81,,숙박,농어촌민박,33.4518271345911,126.386806081807,제주특별자치도 제주시 애월읍 장전리 1220-1,제주특별자치도 제주시 애월읍 장전로 81,제주시,,,,address,서부,Y
바다뜰 민박,애월읍 애월해안로 384-39,,숙박,농어촌민박,33.4706805086514,126.350751637064,제주특별자치도 제주시 애월읍 고내리 91-10,제주특별자치도 제주시 애월읍 애월해안로 384-39,제주시,,,,address,서부,Y
마눌 민박,애월읍 고내봉서2길 73,,숙박,농어촌민박,33.4496186841695,126.332460533901,제주특별자치도 제주시 애월읍 상가리 2029-1,제주특별자치도 제주시 애월읍 고내봉서2길 73,제주시,,,,address,서부,Y
애월바다 민박,애월읍 애월해안로 384-40,02-6956-3055,숙박,농어촌민박,33.4705298344714,126.35045541689,제주특별자치도 제주시 애월읍 고내리 91-3,제주특별자치도 제주시 애월읍 애월해안로 384-40,제주시,02-6956-3055,"교통,수송 > 자동차 > 전기차 충전소",http://place.map.kakao.com/572186,address,서부,Y
좋은씨앗제주 민박,애월읍 예원북길 9-1,,숙박,농어촌민박,33.4678547755326,126.39504251149,제주특별자치도 제주시 애월읍 수산리 476-6,제주특별자치도 제주시 애월읍 예원북길 9-1,제주시,,,,address,서부,Y
오늘따라게스트하우스 민박,애월읍 신엄안2길 58,,숙박,농어촌민박,33.4776488129309,126.370136406494,제주특별자치도 제주시 애월읍 신엄리 955,제주특별자치도 제주시 애월읍 신엄안2길 58,제주시,,,,address,서부,Y
달작 민박,애월읍 애월원당길 42-22,,숙박,농어촌민박,33.4573594560801,126.318543078472,제주특별자치도 제주시 애월읍 애월리 1326,제주특별자치도 제주시 애월읍 애월원당길 42-22,제주시,,,,address,서부,Y
